iata,name,city,country,lat,lon
BDQ,Vadodara Airport,Baroda,IN,22.3362,73.2263
BDR,Igor I Sikorsky Memorial Airport,Stratford,US,41.1635,-73.1262
BDS,Brindisi – Salento Airport,Brindisi,IT,40.6576,17.947
BDT,Gbadolite Airport,Gbadolite,CD,4.2532,20.9753
BDU,Bardufoss Airport,Bardufoss,NO,69.0558,18.5404
BEB,Benbecula Airport,Benbecula,GB,57.4811,-7.3628
BEC,Beech Factory Airport,Wichita,US,37.6945,-97.215
BED,Laurence G Hanscom Field,Bedford,US,42.47,-71.289
BEF,Bluefields Airport,Bluefields,NI,11.991,-83.7741
BEG,Belgrade Nikola Tesla Airport,Belgrade,RS,44.8184,20.3091
BEI,Beica Airport,Beica,ET,9.3864,34.5219
BEJ,Kalimarau Airport,Tanjung Redep-Borneo Island,ID,2.1555,117.432
BEK,Bareilly Air Force Station,Bareilly,IN,28.4221,79.4508
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,BR,-1.3793,-48.4763
BEM,Beni Mellal Airport,Beni Mellal,MA,32.4019,-6.3159
BEN,Benina International Airport,Benghazi,LY,32.0968,20.2695
BEO,Lake Macquarie Airport,Lake Macquarie,AU,-33.0667,151.648
BEP,Bellary Airport,Bellary,IN,15.1628,76.8828
BEQ,RAF Honington,Honington,GB,52.3426,0.7729
BES,Brest Bretagne Airport,Brest,FR,48.4479,-4.4185
BET,Bethel Airport,Bethel,US,60.7798,-161.838
BEU,Bedourie Airport,Bedourie,AU,-24.3461,139.46
BEV,Beersheba (Teyman) Airport,Beer-sheba,IL,31.287,34.723
BEW,Beira Airport,Beira,MZ,-19.7964,34.9076
BEX,RAF Benson,Benson,GB,51.6164,-1.0958
BEY,Beirut Rafic Hariri International Airport,Beirut,LB,33.8209,35.4884
BEZ,Beru Airport,Beru Island,KI,-1.3547,176.007
BFD,Bradford Regional Airport,Bradford,US,41.8031,-78.6401
BFE,Bielefeld Airport,Bielefeld,DE,51.9647,8.5444
BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,US,41.874,-103.596
BFH,Bacacheri Airport,Curitiba,BR,-25.4051,-49.232
BFI,Boeing Field King County International Airport,Seattle,US,47.53,-122.302
BFJ,Bijie Feixiong Airport,Bijie,CN,27.2671,105.4721
BFK,Buckley Air Force Base,Buckley,US,39.7017,-104.752
BFL,Meadows Field,Bakersfield,US,35.4336,-119.057
BFM,Mobile Downtown Airport,Mobile,US,30.6268,-88.0681
BFN,Bram Fischer International Airport,Bloemfontein,ZA,-29.0927,26.3024
BFO,Buffalo Range Airport,Chiredzi,ZW,-21.0081,31.5786
BFP,Beaver County Airport,Beaver Falls,US,40.7725,-80.3914
BFS,Belfast International Airport,Belfast,GB,54.6575,-6.2158
BFT,Beaufort County Airport,Beaufort,US,32.4122,-80.6344
BFU,Bengbu Airport,Bengbu,CN,32.8477,117.3202
BFV,Buri Ram Airport,Buri Ram,TH,15.2295,103.253
BFW,Sidi Bel Abbes Airport,Sidi Bel Abbes,DZ,35.1718,-0.5933
BFX,Bafoussam Airport,Bafoussam,CM,5.5369,10.3546
BGA,Palonegro Airport,Bucaramanga,CO,7.1265,-73.1848
BGC,Bragança Airport,Braganca,PT,41.8578,-6.7071
BGD,Hutchinson County Airport,Borger,US,35.7009,-101.394
BGE,Decatur County Industrial Air Park,Bainbridge,US,30.9715,-84.6374
BGF,Bangui M'Poko International Airport,Bangui,CF,4.3985,18.5188
BGG,Bingöl Çeltiksuyu Airport,Bingol,TR,38.8593,40.596
BGI,Sir Grantley Adams International Airport,Bridgetown,BB,13.0746,-59.4925
BGL,Baglung Airport,Baglung,NP,28.2128,83.6663
BGM,Greater Binghamton/Edwin A Link field,Binghamton,US,42.2087,-75.9798
BGN,Belaya Gora Airport,,RU,68.5566,146.2315
BGO,Bergen Airport Flesland,Bergen,NO,60.2934,5.2181
BGR,Bangor International Airport,Bangor,US,44.8074,-68.8281
BGW,Baghdad International Airport,Baghdad,IQ,33.2625,44.2346
BGX,Comandante Gustavo Kraemer Airport,Bage,BR,-31.3905,-54.1122
BGY,Il Caravaggio International Airport,Bergamo,IT,45.6739,9.7042
BGZ,Braga Municipal Aerodrome,Braga,PT,41.5871,-8.4451
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US,44.45,-68.3615
BHD,George Best Belfast City Airport,Belfast,GB,54.6181,-5.8725
BHE,Woodbourne Airport,Woodbourne,NZ,-41.5183,173.87
BHG,Brus Laguna Airport,Brus Laguna,HN,15.7631,-84.5436
BHH,Bisha Airport,Bisha,SA,19.9844,42.6209
BHI,Comandante Espora Airport,Bahia Blanca,AR,-38.725,-62.1693
BHJ,Bhuj Airport,Bhuj,IN,23.2878,69.6702
BHK,Bukhara Airport,Bukhara,UZ,39.775,64.4833
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,33.5629,-86.7535
BHN,Beihan Airport,Beihan,YE,14.782,45.7201
BHO,Raja Bhoj International Airport,Bhopal,IN,23.2875,77.3374
BHP,Bhojpur Airport,Bhojpur,NP,27.1474,87.0508
BHQ,Broken Hill Airport,Broken Hill,AU,-32.0014,141.472
BHR,Bharatpur Airport,Bharatpur,NP,27.6781,84.4294
BHS,Bathurst Airport,Bathurst,AU,-33.4094,149.652
BHU,Bhavnagar Airport,Bhaunagar,IN,21.7522,72.1852
BHV,Bahawalpur Airport,Bahawalpur,PK,29.3481,71.718
BHW,Bhagatanwala Airport,Bhagtanwala,PK,32.0561,72.9484
BHX,Birmingham International Airport,Birmingham,GB,52.4539,-1.748
BHY,Beihai Airport,Beihai,CN,21.5394,109.294
BIA,Bastia-Poretta Airport,Bastia,FR,42.5527,9.4837
BIB,Baidoa Airport,Baidoa,SO,3.1022,43.6286
BID,Block Island State Airport,Block Island,US,41.1681,-71.5778
BIF,Biggs Army Air Field (Fort Bliss),El Paso,US,31.8495,-106.38
BIG,Allen Army Airfield,Delta Junction,US,63.9945,-145.722
BIH,Eastern Sierra Regional Airport,Bishop,US,37.3731,-118.364
BIK,Frans Kaisiepo Airport,Biak,ID,-1.19,136.108
BIL,Billings Logan International Airport,Billings,US,45.8077,-108.543
BIM,South Bimini Airport,Alice Town,BS,25.6999,-79.2647
BIN,Bamiyan Airport,Bamyan,AF,34.817,67.817
BIO,Bilbao Airport,Bilbao,ES,43.3011,-2.9106
BIQ,Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,FR,43.4683,-1.5311
BIR,Biratnagar Airport,Biratnagar,NP,26.4815,87.264
BIS,Bismarck Municipal Airport,Bismarck,US,46.7727,-100.746
BIU,Bildudalur Airport,Bildudalur,IS,65.6413,-23.5462
BIX,Keesler Air Force Base,Biloxi,US,30.4104,-88.9244
BIY,Bisho Airport,Bisho,ZA,-32.8971,27.2791
BJA,Soummam Airport,Bejaja,DZ,36.712,5.0699
BJB,Bojnord Airport,Bojnourd,IR,37.493,57.3082
BJC,Rocky Mountain Metropolitan Airport,Broomfield-CO,US,39.9088,-105.117
BJF,Båtsfjord Airport,Batsfjord,NO,70.6005,29.6914
BJH,Bajhang Airport,Bajhang,NP,29.539,81.1854
BJI,Bemidji Regional Airport,Bemidji,US,47.5094,-94.9337
BJL,Banjul International Airport,Banjul,GM,13.338,-16.6522
BJM,Bujumbura International Airport,Bujumbura,BI,-3.324,29.3185
BJO,Bermejo Airport,Bermejo,BO,-22.7733,-64.3129
BJP,Estadual Arthur Siqueira Airport,Braganca Paulista,BR,-22.9792,-46.5375
BJR,Bahir Dar Airport,Bahar Dar,ET,11.6081,37.3216
BJU,Bajura Airport,Bajura,NP,29.502,81.669
BJV,Milas Bodrum International Airport,Bodrum,TR,37.2506,27.6643
BJW,Bajawa Soa Airport,Bajawa,ID,-8.7074,121.0574
BJX,Del Bajío International Airport,Del Bajio,MX,20.9935,-101.481
BJY,Batajnica Air Base,Batajnica,RS,44.9353,20.2575
BJZ,Badajoz Airport,Badajoz,ES,38.8913,-6.8213
BKA,Bykovo Airport,Moscow,RU,55.6172,38.06
BKB,Nal Airport,Bikaner,IN,28.0706,73.2072
BKC,Buckland Airport,Buckland,US,65.9816,-161.149
BKD,Stephens County Airport,Breckenridge,US,32.719,-98.891
BKE,Baker City Municipal Airport,Baker City,US,44.8373,-117.809
BKG,Branson Airport,Branson,US,36.5321,-93.2005
BKH,Barking Sands Airport,Barking Sands,US,22.0228,-159.785
BKI,Kota Kinabalu International Airport,Kota Kinabalu,MY,5.9372,116.051
BKK,Suvarnabhumi Airport,Bangkok,TH,13.6811,100.747
BKL,Burke Lakefront Airport,Cleveland,US,41.5175,-81.6833
BKM,Bakalalan Airport,Bakalalan,MY,3.974,115.618
BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.9499
BKQ,Blackall Airport,Blackall,AU,-24.4278,145.429
BKS,Fatmawati Soekarno Airport,Bengkulu,ID,-3.8637,102.339
BKW,Raleigh County Memorial Airport,Beckley,US,37.7873,-81.1242
BKY,Bukavu Kavumu Airport,Bukavu/kavumu,CD,-2.309,28.8088
BKZ,Bukoba Airport,Bukoba,TZ,-1.332,31.8212
BLA,General José Antonio Anzoategui International Airport,Barcelona,VE,10.1111,-64.6922
BLB,Panama Pacific International Airport,Howard,PA,8.9148,-79.5996
BLE,Borlange Airport,Borlange,SE,60.422,15.5152
BLF,Mercer County Airport,Bluefield,US,37.2958,-81.2077
BLG,Belaga Airport,Belaga,MY,2.65,113.767
BLH,Blythe Airport,Blythe,US,33.6192,-114.717
BLI,Bellingham International Airport,Bellingham,US,48.7928,-122.538
BLJ,Batna Airport,Batna,DZ,35.7521,6.3086
BLK,Blackpool International Airport,Blackpool,GB,53.7717,-3.0286
BLL,Billund Airport,Billund,DK,55.7403,9.1518
BLN,Benalla Airport,,AU,-36.5519,146.007
BLQ,Bologna Guglielmo Marconi Airport,Bologna,IT,44.5354,11.2887
BLR,Kempegowda International Airport,Bangalore,IN,13.1979,77.7063
BLT,Blackwater Airport,Blackwater,AU,-23.6031,148.807
BLV,Scott AFB/Midamerica Airport,Belleville,US,38.5452,-89.8352
BLZ,Chileka International Airport,Blantyre,MW,-15.6791,34.974
BMA,Stockholm-Bromma Airport,Stockholm,SE,59.3544,17.9417
BMB,Bumbar Airport,Bumba,CD,2.1828,22.4817
BMC,Brigham City Regional Airport,Brigham City,US,41.5524,-112.062
BMD,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,MG,-19.6867,44.5419
BME,Broome International Airport,Broome,AU,-17.9447,122.232
BMG,Monroe County Airport,Bloomington,US,39.146,-86.6167
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,US,40.4771,-88.9159
BMK,Borkum Airport,Borkum,DE,53.5964,6.7092
BMM,Bitam Airport,Bitam,GA,2.0756,11.4932
BMO,Banmaw Airport,Banmaw,MM,24.269,97.2462
BMP,Brampton Island Airport,Brampton Island,AU,-20.8033,149.27
BMR,Baltrum Airport,Baltrum,DE,53.7247,7.3733
BMT,Beaumont Municipal Airport,Beaumont,US,30.0707,-94.2158
BMU,Muhammad Salahuddin Airport,Bima,ID,-8.5396,118.687
BMV,Buon Ma Thuot Airport,Buonmethuot,VN,12.6683,108.12
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ,21.375,0.9239
BMX,Big Mountain Airport,Big Mountain,US,59.3612,-155.259
BMY,Île Art - Waala Airport,Waala,NC,-19.7206,163.661
BNA,Nashville International Airport,Nashville,US,36.1245,-86.6782
BNB,Boende Airport,Boende,CD,-0.217,20.85
BNC,Beni Airport,Beni,CD,0.575,29.4739
BND,Bandar Abbas International Airport,Bandar Abbas,IR,27.2183,56.3778
BNE,Brisbane International Airport,Brisbane,AU,-27.3842,153.117
BNG,Banning Municipal Airport,Banning,US,33.9231,-116.851
BNI,Benin Airport,Benin,NG,6.317,5.5995
BNJ,Bonn-Hangelar Airport,Sankt-Augustin,DE,50.7689,7.1633
BNK,Ballina Byron Gateway Airport,Ballina Byron Bay,AU,-28.8339,153.562
BNM,Bodinumu Airport,Bodinumu,PG,-9.1078,147.6667
BNN,Brønnøysund Airport,Bronnoysund,NO,65.4611,12.2175
BNO,Burns Municipal Airport,Burns,US,43.5919,-118.955
BNP,Bannu Airport,Bannu,PK,32.9729,70.5279
BNS,Barinas Airport,Barinas,VE,8.615,-70.2142
BNU,Blumenau Airport,BLUMENAU,BR,-26.8306,-49.0903
BNX,Banja Luka International Airport,Banja Luka,BA,44.9414,17.2975
BOA,Boma Airport,Boma,CD,-5.854,13.064
BOB,Bora Bora Airport,Bora Bora,PF,-16.4444,-151.751
BOC,Bocas Del Toro International Airport,Bocas Del Toro,PA,9.3408,-82.2508
BOD,Bordeaux-Mérignac Airport,Bordeaux,FR,44.8283,-0.7156
BOG,El Dorado International Airport,Bogota,CO,4.7016,-74.1469
BOH,Bournemouth Airport,Bournemouth,GB,50.78,-1.8425
BOI,Boise Air Terminal/Gowen Field,Boise,US,43.5644,-116.223
BOJ,Burgas Airport,Bourgas,BG,42.5696,27.5152
BOM,Chhatrapati Shivaji International Airport,Mumbai,IN,19.0887,72.8679
BON,Flamingo International Airport,Kralendijk,AN,12.131,-68.2685
BOO,Bodø Airport,Bodo,NO,67.2692,14.3653
BOR,Fontaine Airport,Belfort,FR,47.6556,7.0108
BOS,General Edward Lawrence Logan International Airport,Boston,US,42.3643,-71.0052
BOU,Bourges Airport,Bourges,FR,47.0581,2.3703
BOW,Bartow Municipal Airport,Bartow,US,27.9434,-81.7834
BOX,Borroloola Airport,Borroloola,AU,-16.0753,136.302
BOY,Bobo Dioulasso Airport,Bobo-dioulasso,BF,11.1601,-4.331
BPC,Bamenda Airport,Bamenda,CM,6.0392,10.1226
BPE,Qinhuangdao Beidaihe Airport,Bagan,MM,39.6664,119.0589
BPF,Batuna Aerodrome,Batuna,SB,-8.562,158.1193
BPG,Barra do Garças Airport,Barra Do Garcas,BR,-15.8613,-52.3889
BPH,Bislig Airport,,PH,8.1959,126.322
BPI,Miley Memorial Field,Big Piney,US,42.5851,-110.111
BPL,Alashankou Bole (Bortala) airport,Bole,CN,44.895,82.3
BPM,Begumpet Airport,Hyderabad,IN,17.4531,78.4676
BPN,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,ID,-1.2683,116.894
BPS,Porto Seguro Airport,Porto Seguro,BR,-16.4386,-39.0809
BPT,Southeast Texas Regional Airport,Beaumont,US,29.9508,-94.0207
BPX,Qamdo Bangda Airport,Bangda,CN,30.5536,97.1083
BPY,Besalampy Airport,Besalampy,MG,-16.7445,44.4825
BQA,Dr.Juan C. Angara Airport,Baler,PH,15.7293,121.5
BQB,Busselton Regional Airport,Brusselton,AU,-33.6884,115.4016
BQE,Bubaque Airport,Bubaque,GW,11.2974,-15.8381
BQG,Bogorodskoye Airport,Bogorodskoe,RU,52.38,140.448
BQH,London Biggin Hill Airport,Biggin Hill,GB,51.3308,0.0325
BQJ,Batagay Airport,Batagay,RU,67.648,134.695
BQK,Brunswick Golden Isles Airport,Brunswick,US,31.2588,-81.4665
BQL,Boulia Airport,Boulia,AU,-22.9133,139.9
BQN,Rafael Hernandez Airport,Aguadilla,PR,18.4949,-67.1294
BQS,Ignatyevo Airport,Blagoveschensk,RU,50.4254,127.412
BQT,Brest Airport,Brest,BY,52.1083,23.8981
BQU,J F Mitchell Airport,Bequia,VC,12.9884,-61.262
BRA,Barreiras Airport,Barreiras,BR,-12.0789,-45.009
BRC,San Carlos De Bariloche Airport,San Carlos De Bariloche,AR,-41.1512,-71.1575
BRD,Brainerd Lakes Regional Airport,Brainerd,US,46.3983,-94.1381
BRE,Bremen Airport,Bremen,DE,53.0475,8.7867
BRI,Bari Karol Wojtyła Airport,Bari,IT,41.1389,16.7606
BRK,Bourke Airport,Bourke,AU,-30.0392,145.952
BRL,Southeast Iowa Regional Airport,Burlington,US,40.7832,-91.1255
BRM,Barquisimeto International Airport,Barquisimeto,VE,10.0427,-69.3586
BRN,Bern Belp Airport,Bern,CH,46.9141,7.4971
BRO,Brownsville South Padre Island International Airport,Brownsville,US,25.9068,-97.4259
BRQ,Brno-Tuřany Airport,Brno,CZ,49.1513,16.6944
BRR,Barra Airport,Barra,GB,57.0228,-7.4431
BRS,Bristol Airport,Bristol,GB,51.3827,-2.7191
BRT,Bathurst Island Airport,Bathurst Island,AU,-11.7692,130.62
BRU,Brussels Airport,Brussels,BE,50.9014,4.4844
BRV,Bremerhaven Airport,Bremerhaven,DE,53.5069,8.5728
BRW,Wiley Post Will Rogers Memorial Airport,Barrow,US,71.2854,-156.766
BRX,Maria Montez International Airport,Barahona,DO,18.2515,-71.1204
BSA,Bosaso Airport,Bosaso,SO,11.2753,49.1494
BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,-15.8692,-47.9208
BSC,José Celestino Mutis Airport,Bahia Solano,CO,6.2029,-77.3947
BSD,Baoshan Yunduan Airport,Baoshan,CN,25.0533,99.1683
BSF,Bradshaw Army Airfield,Bradshaw Field,US,19.7601,-155.554
BSG,Bata Airport,Bata,GQ,1.9055,9.8057
BSJ,Bairnsdale Airport,Bairnsdale,AU,-37.8875,147.568
BSK,Biskra Airport,Biskra,DZ,34.7933,5.7382
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,FR,47.59,7.5292
BSO,Basco Airport,Basco,PH,20.4513,121.98
BSR,Basrah International Airport,Basrah,IQ,30.5491,47.6621
BST,Bost Airport,Lashkar Gah,AF,31.5597,64.365
BSU,Basankusu Airport,Basankusu,CD,1.2247,19.7889
BSX,Pathein Airport,Pathein,MM,16.8152,94.7799
BTC,Batticaloa Airport,Batticaloa,LK,7.7058,81.6788
BTE,Sherbro International Airport,Bonthe,SL,7.5324,-12.5189
BTH,Hang Nadim International Airport,Batam,ID,1.121,104.119
BTI,Barter Island LRRS Airport,Barter Island,US,70.134,-143.582
BTJ,Sultan Iskandar Muda International Airport,Banda Aceh,ID,5.5229,95.4206
BTK,Bratsk Airport,Bratsk,RU,56.3706,101.698
BTL,W K Kellogg Airport,Battle Creek,US,42.3073,-85.2515
BTM,Bert Mooney Airport,Butte,US,45.9548,-112.497
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US,30.5332,-91.1496
BTS,M. R. Štefánik Airport,Bratislava,SK,48.1702,17.2127
BTT,Bettles Airport,Bettles,US,66.9139,-151.529
BTU,Bintulu Airport,Bintulu,MY,3.1239,113.02
BTV,Burlington International Airport,Burlington,US,44.4719,-73.1533
BTW,Batu Licin Airport,Batu Licin,ID,-3.4124,115.995
BTZ,Bursa Airport,Bursa,TR,40.2333,29.0092
BUA,Buka Airport,Buka Island,PG,-5.4223,154.673
BUC,Burketown Airport,Burketown,AU,-17.7486,139.534
BUD,Budapest Liszt Ferenc International Airport,Budapest,HU,47.4298,19.2611
BUF,Buffalo Niagara International Airport,Buffalo,US,42.9405,-78.7322
BUG,Benguela Airport,Benguela,AO,-12.609,13.4037
BUI,Bokondini Airport,Bokondini-Papua Island,ID,-3.6822,138.6755
BUJ,Bou Saada Airport,Bou Saada,DZ,35.3325,4.2064
BUL,Bulolo Airport,Bulolo,PG,-7.2163,146.6495
BUN,Gerardo Tobar López Airport,Buenaventura,CO,3.8196,-76.9898
BUO,Burao Airport,Burao,SO,9.5275,45.5549
BUP,Bhatinda Air Force Station,Bhatinda,IN,30.2701,74.7558
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,ZW,-20.0174,28.6179
BUR,Bob Hope Airport,Burbank,US,34.2007,-118.359
BUS,Batumi International Airport,Batumi,GE,41.6103,41.5997
BUT,Bathpalathang Airport,Jakar,BT,27.5622,90.7471
BUU,Muara Bungo Airport,Muara Bungo,ID,-1.1278,102.135
BUW,Betoambari Airport,Bau-Bau,ID,-5.4869,122.569
BUX,Bunia Airport,Bunia,CD,1.5657,30.2208
BUY,Bunbury Airport,Bunbury,AU,-33.3783,115.677
BUZ,Bushehr Airport,Bushehr,IR,28.9448,50.8346
BVA,Paris Beauvais Tillé Airport,Beauvais,FR,49.4544,2.1128
BVB,Atlas Brasil Cantanhede Airport,Boa Vista,BR,2.8414,-60.6922
BVC,Rabil Airport,Boa Vista,CV,16.1365,-22.8889
BVE,Brive Souillac Airport,Brive,FR,45.0397,1.4856
BVG,Berlevåg Airport,Berlevag,NO,70.8714,29.0342
BVH,Brigadeiro Camarão Airport,Vilhena,BR,-12.6944,-60.0983
BVI,Birdsville Airport,Birdsville,AU,-25.8975,139.348
BVS,Breves Airport,Breves,BR,-1.6365,-50.4436
BVY,Beverly Municipal Airport,Beverly,US,42.5842,-70.9165
BWA,Gautam Buddha Airport,Bhairawa,NP,27.5057,83.4163
BWB,Barrow Island Airport,Barrow Island,AU,-20.8644,115.406
BWE,Braunschweig-Wolfsburg Airport,Braunschweig,DE,52.3192,10.5561
BWF,Barrow Walney Island Airport,Barrow Island,GB,54.1286,-3.2675
BWG,Bowling Green Warren County Regional Airport,Bowling Green,US,36.9645,-86.4197
BWH,Butterworth Airport,Butterworth,MY,5.4659,100.391
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,39.1754,-76.6683
BWK,Bol Airport,Brac,HR,43.2857,16.6797
BWN,Brunei International Airport,Bandar Seri Begawan,BN,4.9442,114.928
BWO,Balakovo Airport,Balakovo,RU,51.8583,47.7456
BWQ,Brewarrina Airport,,AU,-29.9739,146.817
BWT,Wynyard Airport,Burnie,AU,-40.9989,145.731
BWU,Sydney Bankstown Airport,Sydney,AU,-33.9244,150.988
BWW,Las Brujas Airport,Cayo Santa Maria,CU,22.6213,-79.1472
BWX,Blimbingsari Airport,Banyuwangi,ID,-8.3102,114.3401
BXB,Babo Airport,Babo,ID,-2.5322,133.439
BXE,Bakel Airport,Bakel,SN,14.8473,-12.4683
BXG,Bendigo Airport,Bendigo,AU,-36.7394,144.33
BXH,Balkhash Airport,Balkhash,KZ,46.8933,75.005
BXK,Buckeye Municipal Airport,Buckeye,US,33.4204,-112.686
BXN,Imsık Airport,Bodrum,TR,37.1401,27.6697
BXO,Buochs Airport,Buochs,CH,46.9744,8.3969
BXP,Biała Podlaska Airfield,Biała Podlaska,PL,52.0008,23.1325
BXR,Bam Airport,Bam,IR,29.0842,58.45
BXU,Bancasi Airport,Butuan,PH,8.9515,125.4788
BXY,Krainiy Airport,Baikonur,KZ,45.622,63.2108
BYC,Yacuiba Airport,Yacuiba,BO,-21.9609,-63.6517
BYF,Albert-Bray Airport,Albert,FR,49.9715,2.6977
BYH,Arkansas International Airport,Blytheville,US,35.9643,-89.944
BYI,Burley Municipal Airport,Burley,US,42.5426,-113.772
BYJ,Beja Airport / Airbase,Beja (madeira),PT,38.0789,-7.9324
BYK,Bouaké Airport,Bouake,CI,7.7388,-5.0737
BYM,Carlos Manuel de Cespedes Airport,Bayamo,CU,20.3964,-76.6214
BYN,Bayankhongor Airport,Bayankhongor,MN,46.1633,100.704
BYO,Bonito Airport,Bointo,BR,-21.2473,-56.4525
BYP,Barimunya Airport,Barimunya,AU,-22.6739,119.166
BYQ,Bunyu Airport,Bunyu,ID,3.4557,117.867
BYR,Læsø Airport,Laeso,DK,57.2772,11.0001
BYS,Bicycle Lake Army Air Field,Fort Irwin,US,35.2805,-116.63
BYT,Bantry Aerodrome,Bantry,IE,51.6686,-9.4842
BYU,Bayreuth Airport,Bayreuth,DE,49.985,11.64
BZA,San Pedro Airport,Bonanza,NI,13.95,-84.6
BZC,Umberto Modiano Airport,Buzios,BR,-22.771,-41.9629
BZD,Balranald Airport,,AU,-34.6236,143.578
BZE,Philip S. W. Goldson International Airport,Belize City,BZ,17.5391,-88.3082
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,PL,53.0968,17.9777
BZH,Bumi Airport,Bumi Hills,ZW,-16.817,28.35
BZI,Balıkesir Merkez Airport,Balikesir,TR,39.6193,27.926
BZK,Bryansk Airport,Bryansk,RU,53.2142,34.1764
BZL,Barisal Airport,Barisal,BD,22.801,90.3012
BZN,Gallatin Field,Bozeman,US,45.7775,-111.153
BZO,Bolzano Airport,Bolzano,IT,46.4602,11.3264
BZR,Béziers-Vias Airport,Beziers,FR,43.3235,3.3539
BZU,Buta Zega Airport,Buta Zega,CD,2.8184,24.7937
BZV,Maya-Maya Airport,Brazzaville,CG,-4.2517,15.253
BZY,Bălți International Airport,Saltsy,MD,47.8431,27.7772
BZZ,RAF Brize Norton,Brize Norton,GB,51.75,-1.5836
CAB,Cabinda Airport,Cabinda,AO,-5.597,12.1884
CAC,Cascavel Airport,Cascavel,BR,-25.0003,-53.5008
CAE,Columbia Metropolitan Airport,Columbia,US,33.9388,-81.1195
CAF,Carauari Airport,Carauari,BR,-4.8715,-66.8975
CAG,Cagliari Elmas Airport,Cagliari,IT,39.2515,9.0543
CAH,Cà Mau Airport,Ca Mau,VN,9.1777,105.1778
CAI,Cairo International Airport,Cairo,EG,30.1219,31.4056
CAJ,Canaima Airport,Canaima,VE,6.232,-62.8544
CAK,Akron Canton Regional Airport,Akron,US,40.9161,-81.4422
CAL,Campbeltown Airport,Campbeltown,GB,55.4372,-5.6864
CAN,Guangzhou Baiyun International Airport,Guangzhou,CN,23.3924,113.299
CAP,Cap Haitien International Airport,Cap Haitien,HT,19.733,-72.1947
CAQ,Juan H White Airport,Caucasia,CO,7.9685,-75.1985
CAR,Caribou Municipal Airport,Caribou,US,46.8715,-68.0179
CAT,Cascais Airport,Cascais,PT,38.725,-9.3552
CAU,Caruaru Airport,Caruaru,BR,-8.2824,-36.0135
CAW,Bartolomeu Lisandro Airport,Campos,BR,-21.6983,-41.3017
CAX,Carlisle Airport,Carlisle,GB,54.9375,-2.8092
CAY,Cayenne-Rochambeau Airport,Cayenne,GF,4.8198,-52.3604
CAZ,Cobar Airport,Cobar,AU,-31.5383,145.794
CBB,Jorge Wilsterman International Airport,Cochabamba,BO,-17.4211,-66.1771
CBD,Car Nicobar Air Force Station,Carnicobar,IN,9.1525,92.8196
CBE,Greater Cumberland Regional Airport,Cumberland,US,39.6154,-78.7609
CBF,Council Bluffs Municipal Airport,Council Bluffs,US,41.2592,-95.7606
CBG,Cambridge Airport,Cambridge,GB,52.205,0.175
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ,31.6457,-2.2699
CBJ,Cabo Rojo Airport,Cabo Rojo,DO,17.929,-71.6448
